Plant_ID,Date,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Growth Days
27,9/10/2023,31.1,56,502,6.6,39
27,9/11/2023,31.2,61,681,6.6,40
27,9/12/2023,31.2,71,539,6.5,41
27,9/13/2023,30.4,73,645,6.5,42
27,9/14/2023,29.1,54,658,6.5,43
27,9/15/2023,30.6,76,470,6.2,44
27,9/16/2023,31.5,53,454,6.8,45
28,8/3/2023,33.4,58,557,6.8,1
28,8/4/2023,33.5,56,523,6.3,2
28,8/5/2023,33.4,74,768,6.2,3
28,8/6/2023,33.4,75,607,6.5,4
28,8/7/2023,33.4,68,598,6.1,5
28,8/8/2023,32.3,55,786,6.3,6
28,8/9/2023,32.3,72,554,6.3,7
28,8/10/2023,22.7,56,498,6.2,8
28,8/11/2023,31.9,74,511,6.4,9
28,8/12/2023,30.2,53,455,6.2,10
28,8/13/2023,30.1,64,669,6.2,11
28,8/14/2023,30.1,79,601,6.5,12
28,8/15/2023,30.1,56,421,6.6,13
28,8/16/2023,29.8,60,406,6.4,14
28,8/17/2023,29.6,65,571,6.7,15
28,8/18/2023,30.9,51,554,6.8,16
28,8/19/2023,30.8,51,529,6.7,17
28,8/20/2023,30.9,78,403,6.6,18
28,8/21/2023,30.2,75,643,6.6,19
28,8/22/2023,30.5,52,639,6.3,20
28,8/23/2023,30.8,59,788,6.6,21
28,8/24/2023,31.3,78,425,6.7,22
28,8/25/2023,31.4,77,459,6.5,23
28,8/26/2023,31.4,76,624,6.3,24
28,8/27/2023,30.1,73,411,6.3,25
28,8/28/2023,29.4,50,626,6,26
28,8/29/2023,28.7,60,728,6.6,27
28,8/30/2023,29.1,62,400,6.1,28
28,8/31/2023,29.2,64,555,6.6,29
28,9/1/2023,31.7,58,710,6.1,30
28,9/2/2023,31.7,56,641,6.5,31
28,9/3/2023,31.7,60,480,6.7,32
28,9/4/2023,31.7,70,689,6.5,33
28,9/5/2023,32,78,789,6.1,34
28,9/6/2023,32.1,61,601,6.1,35
28,9/7/2023,31.5,54,718,6.4,36
28,9/8/2023,29.8,74,434,6.2,37
28,9/9/2023,20.1,62,472,6.1,38
28,9/10/2023,31.1,50,534,6.3,39
28,9/11/2023,31.2,69,531,6.1,40
28,9/12/2023,31.2,60,774,6.8,41
28,9/13/2023,30.4,79,619,6.2,42
28,9/14/2023,29.1,72,772,6.6,43
28,9/15/2023,30.6,70,565,6.4,44
28,9/16/2023,31.5,74,418,6.5,45
29,8/3/2023,33.4,60,678,6.3,1
29,8/4/2023,33.5,58,566,6.3,2
29,8/5/2023,33.4,66,526,6.2,3
29,8/6/2023,33.4,71,707,6.6,4
29,8/7/2023,33.4,74,547,6.6,5
29,8/8/2023,32.3,63,703,6.2,6
29,8/9/2023,32.3,69,704,6.5,7
29,8/10/2023,22.7,67,597,6.4,8
29,8/11/2023,31.9,64,787,6.8,9
29,8/12/2023,30.2,50,542,6.6,10
29,8/13/2023,30.1,71,464,6.7,11
29,8/14/2023,30.1,58,789,6.8,12
29,8/15/2023,30.1,77,688,6.2,13
29,8/16/2023,29.8,64,706,6.2,14
29,8/17/2023,29.6,51,402,6.5,15
29,8/18/2023,30.9,66,547,6.2,16
29,8/19/2023,30.8,74,694,6.7,17
29,8/20/2023,30.9,75,478,6.5,18
29,8/21/2023,30.2,65,562,6.7,19
29,8/22/2023,30.5,51,548,6.3,20
29,8/23/2023,30.8,59,479,6.3,21
29,8/24/2023,31.3,66,405,6.2,22
29,8/25/2023,31.4,79,757,6.5,23
29,8/26/2023,31.4,76,472,6.2,24
29,8/27/2023,30.1,79,414,6.3,25
29,8/28/2023,29.4,59,795,6.3,26
29,8/29/2023,28.7,70,641,6.3,27
29,8/30/2023,29.1,53,414,6,28
29,8/31/2023,29.2,67,653,6.6,29
29,9/1/2023,31.7,56,626,6.6,30
29,9/2/2023,31.7,70,424,6.3,31
29,9/3/2023,31.7,79,507,6.7,32
29,9/4/2023,31.7,73,763,6.6,33
29,9/5/2023,32,71,592,6.4,34
29,9/6/2023,32.1,71,428,6.5,35
29,9/7/2023,31.5,63,505,6.5,36
29,9/8/2023,29.8,72,581,6.3,37
29,9/9/2023,20.1,60,561,6,38
29,9/10/2023,31.1,55,556,6,39
29,9/11/2023,31.2,59,493,6.8,40
29,9/12/2023,31.2,66,489,6.7,41
29,9/13/2023,30.4,78,635,6,42
29,9/14/2023,29.1,75,754,6.7,43
29,9/15/2023,30.6,50,500,6.8,44
29,9/16/2023,31.5,60,605,6.4,45
30,8/3/2023,33.4,67,643,6.6,1
30,8/4/2023,33.5,75,687,6,2
30,8/5/2023,33.4,60,660,6.3,3
30,8/6/2023,33.4,68,727,6.7,4
30,8/7/2023,33.4,50,547,6.4,5
30,8/8/2023,32.3,57,620,6.2,6
30,8/9/2023,32.3,75,747,6.7,7
30,8/10/2023,22.7,76,587,6.4,8
30,8/11/2023,31.9,63,453,6.6,9
30,8/12/2023,30.2,60,449,6.4,10
30,8/13/2023,30.1,69,783,6.7,11
30,8/14/2023,30.1,72,567,6.6,12
30,8/15/2023,30.1,75,757,6.5,13
30,8/16/2023,29.8,57,495,6.3,14
30,8/17/2023,29.6,64,467,6.1,15
30,8/18/2023,30.9,76,451,6.8,16
30,8/19/2023,30.8,65,545,6.5,17
30,8/20/2023,30.9,61,781,6.8,18
30,8/21/2023,30.2,61,562,6.6,19
30,8/22/2023,30.5,61,442,6.7,20
30,8/23/2023,30.8,61,479,6.8,21
30,8/24/2023,31.3,78,795,6.7,22
30,8/25/2023,31.4,50,544,6.7,23
30,8/26/2023,31.4,58,593,6.4,24
30,8/27/2023,30.1,75,574,6.3,25
30,8/28/2023,29.4,63,462,6.2,26
30,8/29/2023,28.7,71,549,6.7,27
30,8/30/2023,29.1,53,692,6.3,28
30,8/31/2023,29.2,50,640,6.3,29
30,9/1/2023,31.7,74,749,6.2,30
30,9/2/2023,31.7,65,716,6,31
30,9/3/2023,31.7,77,777,6.5,32
30,9/4/2023,31.7,62,468,6.1,33
30,9/5/2023,32,60,470,6.1,34
30,9/6/2023,32.1,78,532,6.3,35
30,9/7/2023,31.5,74,457,6.3,36
30,9/8/2023,29.8,80,574,6.4,37
30,9/9/2023,20.1,65,545,6.3,38
30,9/10/2023,31.1,78,458,6.5,39
30,9/11/2023,31.2,64,692,6.1,40
30,9/12/2023,31.2,70,672,6.1,41
30,9/13/2023,30.4,52,545,6,42
30,9/14/2023,29.1,60,460,6.3,43
30,9/15/2023,30.6,78,738,6.2,44
30,9/16/2023,31.5,55,628,6.3,45
31,8/3/2023,33.4,77,477,6.3,1
31,8/4/2023,33.5,53,614,6.5,2
31,8/5/2023,33.4,70,555,6.1,3
31,8/6/2023,33.4,65,506,6.8,4
31,8/7/2023,33.4,69,513,6.2,5
31,8/8/2023,32.3,51,757,6.6,6
31,8/9/2023,32.3,72,641,6.6,7
31,8/10/2023,22.7,79,768,6.6,8
31,8/11/2023,31.9,51,704,6.3,9
31,8/12/2023,30.2,58,599,6.7,10
31,8/13/2023,30.1,73,485,6.1,11
31,8/14/2023,30.1,53,477,6.8,12
31,8/15/2023,30.1,57,554,6.1,13
31,8/16/2023,29.8,58,521,6.2,14
31,8/17/2023,29.6,79,552,6.7,15
31,8/18/2023,30.9,78,798,6.4,16
31,8/19/2023,30.8,57,566,6.2,17
31,8/20/2023,30.9,59,488,6.8,18
31,8/21/2023,30.2,72,516,6.7,19
31,8/22/2023,30.5,77,455,6.3,20
31,8/23/2023,30.8,74,508,6.5,21
31,8/24/2023,31.3,64,495,6.6,22
31,8/25/2023,31.4,80,461,6.3,23
31,8/26/2023,31.4,60,477,6.8,24
31,8/27/2023,30.1,50,688,6.8,25
31,8/28/2023,29.4,72,710,6.3,26
31,8/29/2023,28.7,76,749,6.3,27
31,8/30/2023,29.1,78,688,6.7,28
31,8/31/2023,29.2,51,505,6.2,29
31,9/1/2023,31.7,54,556,6.1,30
31,9/2/2023,31.7,80,419,6.6,31
31,9/3/2023,31.7,60,628,6.1,32
31,9/4/2023,31.7,58,576,6.5,33
31,9/5/2023,32,66,411,6.7,34
31,9/6/2023,32.1,64,422,6.4,35
31,9/7/2023,31.5,50,671,6.5,36
31,9/8/2023,29.8,68,577,6.1,37
31,9/9/2023,20.1,61,427,6.4,38
31,9/10/2023,31.1,59,526,6.4,39
31,9/11/2023,31.2,78,578,6.6,40
31,9/12/2023,31.2,67,621,6.7,41
31,9/13/2023,30.4,79,790,6.7,42
31,9/14/2023,29.1,56,460,6.3,43
31,9/15/2023,30.6,66,420,6.4,44
31,9/16/2023,31.5,69,670,6.1,45
32,8/3/2023,33.4,67,414,6.1,1
32,8/4/2023,33.5,53,715,6,2
32,8/5/2023,33.4,58,499,6.1,3
32,8/6/2023,33.4,72,779,6.2,4
32,8/7/2023,33.4,78,688,6.8,5
32,8/8/2023,32.3,66,494,6.4,6
32,8/9/2023,32.3,57,557,6.2,7
32,8/10/2023,22.7,69,553,6.3,8
32,8/11/2023,31.9,77,705,6.7,9
32,8/12/2023,30.2,76,701,6.2,10
32,8/13/2023,30.1,69,441,6.7,11
32,8/14/2023,30.1,80,486,6.5,12
32,8/15/2023,30.1,50,514,6.3,13
32,8/16/2023,29.8,68,571,6.1,14
32,8/17/2023,29.6,51,796,6.3,15
32,8/18/2023,30.9,71,714,6.5,16
32,8/19/2023,30.8,60,738,6.1,17
32,8/20/2023,30.9,65,447,6.4,18
32,8/21/2023,30.2,70,686,6.5,19
32,8/22/2023,30.5,78,641,6.4,20
32,8/23/2023,30.8,61,721,6,21
32,8/24/2023,31.3,58,573,6.6,22
32,8/25/2023,31.4,69,685,6.4,23
32,8/26/2023,31.4,70,588,6.3,24
32,8/27/2023,30.1,69,750,6.4,25
32,8/28/2023,29.4,54,655,6.3,26
32,8/29/2023,28.7,63,495,6.1,27
32,8/30/2023,29.1,53,796,6.8,28
32,8/31/2023,29.2,52,799,6.3,29
32,9/1/2023,31.7,72,586,6.7,30
32,9/2/2023,31.7,72,455,6.7,31
32,9/3/2023,31.7,68,558,6.7,32
32,9/4/2023,31.7,58,730,6,33
32,9/5/2023,32,62,495,6.2,34
32,9/6/2023,32.1,77,596,6.5,35
32,9/7/2023,31.5,67,586,6.2,36
32,9/8/2023,29.8,77,681,6.1,37
32,9/9/2023,20.1,51,522,6.2,38
32,9/10/2023,31.1,80,458,6.1,39
32,9/11/2023,31.2,51,717,6.5,40
32,9/12/2023,31.2,67,768,6.7,41
32,9/13/2023,30.4,78,465,6.6,42
32,9/14/2023,29.1,64,782,6.8,43
32,9/15/2023,30.6,73,517,6.8,44
32,9/16/2023,31.5,78,695,6.4,45
33,8/3/2023,33.4,65,575,6.8,1
33,8/4/2023,33.5,67,453,6.2,2
33,8/5/2023,33.4,51,424,6.5,3
33,8/6/2023,33.4,75,604,6.4,4
33,8/7/2023,33.4,74,464,6.5,5
33,8/8/2023,32.3,80,612,6.2,6
33,8/9/2023,32.3,75,447,6.7,7
33,8/10/2023,22.7,61,580,6.5,8
33,8/11/2023,31.9,66,603,6.8,9
33,8/12/2023,30.2,69,556,6.8,10
33,8/13/2023,30.1,70,424,6.8,11
33,8/14/2023,30.1,79,615,6.5,12
33,8/15/2023,30.1,59,557,6,13
33,8/16/2023,29.8,62,793,6.2,14
33,8/17/2023,29.6,60,456,6.7,15
33,8/18/2023,30.9,61,667,6.4,16
33,8/19/2023,30.8,77,719,6.2,17
33,8/20/2023,30.9,62,609,6.3,18
33,8/21/2023,30.2,75,676,6.2,19
33,8/22/2023,30.5,60,784,6.4,20
33,8/23/2023,30.8,74,647,6.6,21
33,8/24/2023,31.3,76,680,6,22
33,8/25/2023,31.4,52,612,6.7,23
33,8/26/2023,31.4,80,600,6.6,24
33,8/27/2023,30.1,66,665,6.2,25
33,8/28/2023,29.4,50,624,6,26
33,8/29/2023,28.7,78,423,6.2,27
33,8/30/2023,29.1,60,446,6.2,28
33,8/31/2023,29.2,72,512,6.5,29
33,9/1/2023,31.7,61,457,6.3,30
33,9/2/2023,31.7,52,456,6.6,31
33,9/3/2023,31.7,65,459,6,32
33,9/4/2023,31.7,77,497,6.7,33
33,9/5/2023,32,74,501,6.3,34
33,9/6/2023,32.1,67,741,6.3,35
33,9/7/2023,31.5,75,559,6.2,36
33,9/8/2023,29.8,71,744,6.3,37
33,9/9/2023,20.1,70,440,6.1,38
33,9/10/2023,31.1,74,436,6.6,39
33,9/11/2023,31.2,69,483,6.1,40
33,9/12/2023,31.2,63,664,6.8,41
33,9/13/2023,30.4,56,578,6.4,42
33,9/14/2023,29.1,78,642,6.7,43
33,9/15/2023,30.6,76,644,6.8,44
33,9/16/2023,31.5,77,466,6.3,45
34,8/3/2023,33.4,50,681,6.5,1
34,8/4/2023,33.5,80,682,6.6,2
34,8/5/2023,33.4,77,495,6.1,3
34,8/6/2023,33.4,71,418,6.1,4
34,8/7/2023,33.4,56,403,6.4,5
34,8/8/2023,32.3,63,434,6.3,6
34,8/9/2023,32.3,68,684,6.4,7
34,8/10/2023,22.7,58,589,6.4,8
34,8/11/2023,31.9,55,597,6.5,9
34,8/12/2023,30.2,78,435,6,10
34,8/13/2023,30.1,67,734,6.5,11
34,8/14/2023,30.1,62,664,6.3,12
34,8/15/2023,30.1,78,561,6.8,13
34,8/16/2023,29.8,55,794,6.3,14
34,8/17/2023,29.6,55,720,6.6,15
34,8/18/2023,30.9,64,514,6.8,16
34,8/19/2023,30.8,80,763,6.1,17
34,8/20/2023,30.9,55,719,6.2,18
34,8/21/2023,30.2,58,748,6.2,19
34,8/22/2023,30.5,56,725,6.7,20
34,8/23/2023,30.8,58,654,6.1,21
34,8/24/2023,31.3,51,551,6.6,22
34,8/25/2023,31.4,50,546,6.4,23
34,8/26/2023,31.4,53,717,6.6,24
34,8/27/2023,30.1,57,643,6.4,25
34,8/28/2023,29.4,63,782,6.3,26
34,8/29/2023,28.7,72,798,6.4,27
34,8/30/2023,29.1,74,544,6.6,28
34,8/31/2023,29.2,55,484,6.3,29
34,9/1/2023,31.7,75,689,6.7,30
34,9/2/2023,31.7,68,597,6.7,31
34,9/3/2023,31.7,64,764,6.3,32
34,9/4/2023,31.7,52,756,6.3,33
34,9/5/2023,32,63,758,6.1,34
34,9/6/2023,32.1,54,435,6.2,35
34,9/7/2023,31.5,51,537,6.1,36
34,9/8/2023,29.8,56,661,6.1,37
34,9/9/2023,20.1,60,560,6.4,38
34,9/10/2023,31.1,66,789,6.6,39
34,9/11/2023,31.2,66,623,6.1,40
34,9/12/2023,31.2,51,546,6.1,41
34,9/13/2023,30.4,69,535,6.3,42
34,9/14/2023,29.1,58,420,6.3,43
34,9/15/2023,30.6,78,481,6.2,44
34,9/16/2023,31.5,73,596,6.6,45
35,8/3/2023,33.4,66,592,6.4,1
35,8/4/2023,33.5,52,586,6.7,2
35,8/5/2023,33.4,68,613,6.1,3
35,8/6/2023,33.4,51,754,6.5,4
35,8/7/2023,33.4,64,546,6.6,5
35,8/8/2023,32.3,56,619,6.4,6
35,8/9/2023,32.3,79,747,6.7,7
35,8/10/2023,22.7,74,471,6.5,8
35,8/11/2023,31.9,68,561,6.3,9
35,8/12/2023,30.2,79,415,6,10
35,8/13/2023,30.1,72,752,6.4,11
35,8/14/2023,30.1,69,796,6.7,12
35,8/15/2023,30.1,56,495,6.5,13
35,8/16/2023,29.8,59,720,6.2,14
35,8/17/2023,29.6,55,754,6.4,15
35,8/18/2023,30.9,63,493,6.6,16
35,8/19/2023,30.8,63,565,6.3,17
35,8/20/2023,30.9,69,604,6.1,18
35,8/21/2023,30.2,60,781,6.2,19
35,8/22/2023,30.5,72,779,6.5,20
35,8/23/2023,30.8,66,725,6.1,21
35,8/24/2023,31.3,76,411,6.3,22
35,8/25/2023,31.4,76,400,6.3,23
35,8/26/2023,31.4,57,466,6.4,24
35,8/27/2023,30.1,73,800,6.3,25
35,8/28/2023,29.4,72,740,6.3,26
35,8/29/2023,28.7,77,554,6.5,27
35,8/30/2023,29.1,63,440,6.5,28
35,8/31/2023,29.2,61,748,6.4,29
35,9/1/2023,31.7,72,763,6.6,30
35,9/2/2023,31.7,65,473,6.8,31
35,9/3/2023,31.7,60,703,6.4,32
35,9/4/2023,31.7,60,495,6.5,33
35,9/5/2023,32,70,787,6.4,34
35,9/6/2023,32.1,63,696,6.7,35
35,9/7/2023,31.5,72,621,6.1,36
35,9/8/2023,29.8,75,544,6.7,37
35,9/9/2023,20.1,50,423,6.3,38
35,9/10/2023,31.1,79,642,6,39
35,9/11/2023,31.2,51,566,6,40
35,9/12/2023,31.2,75,419,6.1,41
35,9/13/2023,30.4,70,627,6.8,42
35,9/14/2023,29.1,53,757,6.1,43
35,9/15/2023,30.6,59,404,6.1,44
35,9/16/2023,31.5,78,469,6.2,45
36,8/3/2023,33.4,68,744,6.4,1
36,8/4/2023,33.5,79,799,6.6,2
36,8/5/2023,33.4,51,487,6.1,3
36,8/6/2023,33.4,65,665,6,4
36,8/7/2023,33.4,74,796,6.4,5
36,8/8/2023,32.3,63,467,6.8,6
36,8/9/2023,32.3,76,748,6.8,7
36,8/10/2023,22.7,59,795,6.2,8
36,8/11/2023,31.9,67,702,6.1,9
36,8/12/2023,30.2,72,643,6,10
36,8/13/2023,30.1,64,442,6.2,11
36,8/14/2023,30.1,65,639,6.6,12
36,8/15/2023,30.1,78,620,6.1,13
36,8/16/2023,29.8,55,508,6.7,14
36,8/17/2023,29.6,79,764,6.3,15
36,8/18/2023,30.9,57,569,6.2,16
36,8/19/2023,30.8,80,509,6.6,17
36,8/20/2023,30.9,50,409,6.2,18
36,8/21/2023,30.2,55,492,6.3,19
36,8/22/2023,30.5,65,634,6.1,20
36,8/23/2023,30.8,67,620,6.2,21
36,8/24/2023,31.3,67,570,6.5,22
36,8/25/2023,31.4,59,548,6.6,23
36,8/26/2023,31.4,77,602,6.8,24
36,8/27/2023,30.1,55,408,6.1,25
36,8/28/2023,29.4,52,552,6.2,26
36,8/29/2023,28.7,60,686,6.2,27
36,8/30/2023,29.1,68,424,6.7,28
36,8/31/2023,29.2,66,629,6.5,29
36,9/1/2023,31.7,51,705,6.5,30
36,9/2/2023,31.7,65,599,6.3,31
36,9/3/2023,31.7,57,522,6.6,32
36,9/4/2023,31.7,68,639,6,33
36,9/5/2023,32,63,558,6.6,34
36,9/6/2023,32.1,71,570,6.2,35
36,9/7/2023,31.5,72,680,6.4,36
36,9/8/2023,29.8,64,564,6.3,37
36,9/9/2023,20.1,75,693,6.7,38
36,9/10/2023,31.1,75,453,6.4,39
36,9/11/2023,31.2,65,722,6.1,40
36,9/12/2023,31.2,70,756,6.1,41
36,9/13/2023,30.4,74,733,6.7,42
36,9/14/2023,29.1,76,746,6.6,43
36,9/15/2023,30.6,58,550,6.8,44
36,9/16/2023,31.5,58,769,6.1,45
37,8/3/2023,33.4,72,571,6.6,1
37,8/4/2023,33.5,57,764,6.1,2
37,8/5/2023,33.4,67,655,6.5,3
37,8/6/2023,33.4,62,661,6.2,4
37,8/7/2023,33.4,79,410,6.4,5
37,8/8/2023,32.3,58,725,6.8,6
37,8/9/2023,32.3,74,408,6.1,7
37,8/10/2023,22.7,50,784,6.3,8
37,8/11/2023,31.9,62,489,6.5,9
37,8/12/2023,30.2,54,674,6.4,10
37,8/13/2023,30.1,80,543,6.5,11
37,8/14/2023,30.1,79,780,6.5,12
37,8/15/2023,30.1,56,721,6,13
37,8/16/2023,29.8,80,695,6.5,14
37,8/17/2023,29.6,77,488,6.3,15
37,8/18/2023,30.9,58,534,6.5,16
37,8/19/2023,30.8,73,764,6.6,17
37,8/20/2023,30.9,75,798,6.6,18
37,8/21/2023,30.2,71,472,6.5,19
37,8/22/2023,30.5,79,503,6.1,20
37,8/23/2023,30.8,77,557,6.2,21
37,8/24/2023,31.3,63,785,6.4,22
37,8/25/2023,31.4,54,406,6.8,23
37,8/26/2023,31.4,76,745,6.3,24
37,8/27/2023,30.1,71,743,6.6,25
37,8/28/2023,29.4,51,568,6.6,26
37,8/29/2023,28.7,56,539,6.1,27
37,8/30/2023,29.1,75,489,6.3,28
37,8/31/2023,29.2,56,777,6.4,29
37,9/1/2023,31.7,50,646,6.7,30
37,9/2/2023,31.7,60,575,6.4,31
37,9/3/2023,31.7,79,412,6.7,32
37,9/4/2023,31.7,68,416,6.4,33
37,9/5/2023,32,64,426,6.3,34
37,9/6/2023,32.1,76,536,6.8,35
37,9/7/2023,31.5,62,670,6.3,36
37,9/8/2023,29.8,76,435,6.3,37
37,9/9/2023,20.1,52,588,6.3,38
37,9/10/2023,31.1,60,773,6.2,39
37,9/11/2023,31.2,75,753,6.6,40
37,9/12/2023,31.2,51,622,6.6,41
37,9/13/2023,30.4,71,496,6,42
37,9/14/2023,29.1,50,476,6.5,43
37,9/15/2023,30.6,80,659,6.7,44
37,9/16/2023,31.5,69,426,6,45
38,8/3/2023,33.4,52,609,6.4,1
38,8/4/2023,33.5,56,507,6.2,2
38,8/5/2023,33.4,66,634,6.2,3
38,8/6/2023,33.4,77,557,6,4
38,8/7/2023,33.4,78,682,6.3,5
38,8/8/2023,32.3,67,745,6.1,6
38,8/9/2023,32.3,78,430,6.2,7
38,8/10/2023,22.7,77,455,6.7,8
38,8/11/2023,31.9,68,520,6.6,9
38,8/12/2023,30.2,60,728,6.8,10
38,8/13/2023,30.1,55,577,6.6,11
38,8/14/2023,30.1,69,782,6.6,12
38,8/15/2023,30.1,60,582,6,13
38,8/16/2023,29.8,64,459,6.1,14
38,8/17/2023,29.6,72,590,6.6,15
38,8/18/2023,30.9,68,592,6.7,16
38,8/19/2023,30.8,75,526,6.7,17
38,8/20/2023,30.9,73,600,6.3,18
38,8/21/2023,30.2,69,676,6,19
38,8/22/2023,30.5,53,421,6.6,20
38,8/23/2023,30.8,75,578,6.1,21
38,8/24/2023,31.3,62,581,6.6,22
38,8/25/2023,31.4,72,427,6.3,23
38,8/26/2023,31.4,72,610,6.4,24
38,8/27/2023,30.1,79,548,6.3,25
38,8/28/2023,29.4,72,685,6.5,26
38,8/29/2023,28.7,72,656,6,27
38,8/30/2023,29.1,57,702,6.4,28
38,8/31/2023,29.2,74,565,6.5,29
38,9/1/2023,31.7,58,474,6.7,30
38,9/2/2023,31.7,79,727,6.4,31
38,9/3/2023,31.7,74,615,6.7,32
38,9/4/2023,31.7,65,527,6.6,33
38,9/5/2023,32,51,724,6.7,34
38,9/6/2023,32.1,55,470,6.7,35
38,9/7/2023,31.5,77,581,6.7,36
38,9/8/2023,29.8,73,438,6.5,37
38,9/9/2023,20.1,58,634,6.8,38
38,9/10/2023,31.1,52,548,6.6,39
38,9/11/2023,31.2,61,696,6.1,40
38,9/12/2023,31.2,58,611,6.1,41
38,9/13/2023,30.4,66,748,6.3,42
38,9/14/2023,29.1,63,545,6.3,43
38,9/15/2023,30.6,68,748,6.3,44
38,9/16/2023,31.5,67,742,6.7,45
39,8/3/2023,33.4,75,416,6.6,1
39,8/4/2023,33.5,73,449,6.7,2
39,8/5/2023,33.4,77,601,6.2,3
39,8/6/2023,33.4,74,564,6.4,4
39,8/7/2023,33.4,80,642,6.7,5
39,8/8/2023,32.3,68,791,6.3,6
39,8/9/2023,32.3,61,591,6,7
39,8/10/2023,22.7,51,466,6.7,8
39,8/11/2023,31.9,56,438,6.2,9
39,8/12/2023,30.2,71,769,6.6,10
39,8/13/2023,30.1,74,646,6.7,11
39,8/14/2023,30.1,51,786,6.2,12
39,8/15/2023,30.1,61,705,6.7,13
39,8/16/2023,29.8,56,404,6.3,14
39,8/17/2023,29.6,68,563,6.3,15
39,8/18/2023,30.9,70,728,6.6,16
39,8/19/2023,30.8,61,447,6.8,17
39,8/20/2023,30.9,66,708,6.2,18
39,8/21/2023,30.2,52,462,6.5,19
39,8/22/2023,30.5,52,707,6.1,20
39,8/23/2023,30.8,57,633,6.5,21
39,8/24/2023,31.3,75,555,6.1,22
39,8/25/2023,31.4,80,670,6.4,23
39,8/26/2023,31.4,60,516,6.7,24
39,8/27/2023,30.1,74,463,6,25
39,8/28/2023,29.4,76,422,6.7,26
39,8/29/2023,28.7,68,480,6.8,27
39,8/30/2023,29.1,60,687,6.6,28
39,8/31/2023,29.2,60,782,6.8,29
39,9/1/2023,31.7,58,758,6.1,30
39,9/2/2023,31.7,54,663,6.1,31
39,9/3/2023,31.7,57,486,6.1,32
39,9/4/2023,31.7,69,547,6.7,33
39,9/5/2023,32,55,413,6.8,34
39,9/6/2023,32.1,65,739,6.1,35
39,9/7/2023,31.5,67,522,6.2,36
39,9/8/2023,29.8,62,434,6.7,37
39,9/9/2023,20.1,70,710,6.1,38
39,9/10/2023,31.1,53,697,6.2,39
39,9/11/2023,31.2,52,481,6.1,40
39,9/12/2023,31.2,55,539,6.1,41
39,9/13/2023,30.4,70,612,6.5,42
39,9/14/2023,29.1,55,681,6.2,43
39,9/15/2023,30.6,64,633,6.1,44
39,9/16/2023,31.5,56,771,6.6,45
40,8/3/2023,33.4,51,577,6,1
40,8/4/2023,33.5,75,796,6.5,2
40,8/5/2023,33.4,66,705,6.6,3
40,8/6/2023,33.4,77,449,6.1,4
40,8/7/2023,33.4,72,628,6.1,5
40,8/8/2023,32.3,65,475,6,6
40,8/9/2023,32.3,69,541,6.5,7
40,8/10/2023,22.7,75,729,6.4,8
40,8/11/2023,31.9,72,579,6.7,9
40,8/12/2023,30.2,66,494,6.4,10
40,8/13/2023,30.1,72,504,6.3,11
40,8/14/2023,30.1,75,555,6.2,12
40,8/15/2023,30.1,68,402,6.6,13
40,8/16/2023,29.8,59,404,6.7,14
40,8/17/2023,29.6,76,505,6.6,15
40,8/18/2023,30.9,62,560,6.2,16
40,8/19/2023,30.8,52,509,6.5,17
40,8/20/2023,30.9,57,769,6.6,18
40,8/21/2023,30.2,78,735,6.1,19
40,8/22/2023,30.5,56,732,6.8,20
40,8/23/2023,30.8,58,444,6.7,21
40,8/24/2023,31.3,80,598,6.5,22
40,8/25/2023,31.4,63,579,6.5,23
40,8/26/2023,31.4,64,752,6.2,24
40,8/27/2023,30.1,67,467,6.3,25
40,8/28/2023,29.4,58,681,6.8,26
40,8/29/2023,28.7,71,536,6.3,27
40,8/30/2023,29.1,54,424,6.7,28
40,8/31/2023,29.2,80,572,6.2,29
40,9/1/2023,31.7,55,551,6.5,30
40,9/2/2023,31.7,71,797,6.4,31
40,9/3/2023,31.7,51,631,6.8,32
40,9/4/2023,31.7,54,479,6.2,33
40,9/5/2023,32,63,731,6.6,34
40,9/6/2023,32.1,56,518,6.1,35
40,9/7/2023,31.5,53,407,6.2,36
40,9/8/2023,29.8,78,591,6.2,37
40,9/9/2023,20.1,73,473,6.4,38
40,9/10/2023,31.1,51,768,6.4,39
40,9/11/2023,31.2,60,673,6.3,40
40,9/12/2023,31.2,55,503,6.8,41
40,9/13/2023,30.4,76,544,6.5,42
40,9/14/2023,29.1,73,729,6.8,43
40,9/15/2023,30.6,71,621,6.7,44
40,9/16/2023,31.5,79,491,6.4,45
41,8/3/2023,33.4,64,578,6.2,1
41,8/4/2023,33.5,53,620,6.2,2
41,8/5/2023,33.4,66,521,6.7,3
41,8/6/2023,33.4,71,794,6.4,4
41,8/7/2023,33.4,58,601,6.5,5
41,8/8/2023,32.3,56,460,6.6,6
41,8/9/2023,32.3,64,429,6.6,7
41,8/10/2023,22.7,62,657,6.7,8
41,8/11/2023,31.9,62,603,6.6,9
41,8/12/2023,30.2,74,682,6.7,10
41,8/13/2023,30.1,80,640,6.2,11
41,8/14/2023,30.1,69,668,6.1,12
41,8/15/2023,30.1,73,584,6.8,13
41,8/16/2023,29.8,53,749,6.2,14
41,8/17/2023,29.6,64,510,6.4,15
41,8/18/2023,30.9,52,739,6.8,16
41,8/19/2023,30.8,55,454,6.1,17
41,8/20/2023,30.9,50,792,6.7,18
